"","epi_ctry","epi_subj","question","response","question_text"
"59","China",20430,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"60","China",20433,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"61","China",20434,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"62","China",20437,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"63","China",20438,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"64","China",20441,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"65","China",20442,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"66","China",20445,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"67","China",20446,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"68","China",20449,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"69","China",20450,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"70","China",20453,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"71","China",20454,"epi_2_22",NA,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"72","China",20473,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"73","China",20474,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"74","China",20457,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"75","China",20458,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"76","China",20558,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"77","China",20557,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"78","China",20554,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"79","China",20553,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"80","China",20552,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"81","China",20555,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"82","China",20556,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"83","China",20559,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"84","China",20477,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"85","China",20478,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"86","China",20481,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"87","China",20482,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"88","China",20485,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"89","China",20486,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"90","China",20490,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"91","China",20489,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"92","China",20493,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"93","China",20494,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"94","China",20497,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"95","China",20498,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"96","China",20501,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"97","China",20502,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"98","China",20505,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"99","China",20506,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"100","China",20509,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"101","China",20510,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"102","China",20513,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"103","China",20514,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"104","China",20517,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"105","China",20518,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"106","China",20521,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"107","China",20522,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"108","China",20525,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"109","China",20526,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"110","China",20529,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"111","China",20530,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"112","China",20533,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"113","China",20534,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"114","China",20537,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"115","China",20538,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"116","China",20541,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"117","China",20542,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"118","China",20545,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"119","China",20475,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"120","China",20476,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"121","China",20479,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"122","China",20480,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"123","China",20483,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"124","China",20484,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"125","China",20487,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"126","China",20488,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"127","China",20491,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"128","China",20492,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"129","China",20495,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"130","China",20496,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"131","China",20499,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"132","China",20500,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"133","China",20503,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"134","China",20504,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"135","China",20507,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"136","China",20508,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"137","China",20511,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"138","China",20512,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"139","China",20515,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"140","China",20516,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"141","China",20519,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"142","China",20520,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"143","China",20523,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"144","China",20524,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"145","China",20527,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"146","China",20528,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"147","China",20531,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"148","China",20532,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"149","China",20535,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"150","China",20536,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"151","China",20539,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"152","China",20540,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"153","China",20543,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"154","China",20544,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"155","China",20546,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"156","China",20549,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"157","China",20550,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"158","China",20547,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"159","China",20548,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"160","China",20551,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"161","Ghana",40604,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"162","Ghana",40601,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"163","Ghana",40602,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
