"","epi_ctry","epi_subj","score_first5","score_propall"
"903","Vanuatu",50874,4,0.8
"904","Vanuatu",50875,4,0.8
"905","Vanuatu",50876,2,0.4
"906","Vanuatu",50877,3,0.6
"907","Vanuatu",50878,1,0.2
"908","Vanuatu",50879,5,1
"909","Vanuatu",50880,3,0.6
"910","Vanuatu",50881,1,0.2
"911","Vanuatu",50882,0,0
"912","Vanuatu",50883,0,0
"913","Vanuatu",50884,0,0
"914","Vanuatu",50885,2,0.4
"915","Vanuatu",50886,1,0.2
"916","Vanuatu",50887,1,0.2
"917","Vanuatu",50888,4,0.8
"918","Vanuatu",50889,0,0
"919","Vanuatu",50890,0,0
"920","Vanuatu",50891,3,0.6
"921","Vanuatu",50892,2,0.4
"922","Vanuatu",50893,1,0.2
"923","Vanuatu",50894,5,1
"924","Vanuatu",50895,0,0
"925","Vanuatu",50896,1,0.2
"926","Vanuatu",50897,1,0.2
"927","Vanuatu",50898,2,0.4
"928","Vanuatu",50899,1,0.2
"929","Vanuatu",50900,4,0.8
"930","Vanuatu",50901,0,0
"931","Vanuatu",50902,2,0.4
"932","Vanuatu",50903,1,0.2
"933","Vanuatu",50904,0,0
"934","Vanuatu",50905,2,0.4
"935","Vanuatu",50906,0,0
"936","Vanuatu",50907,5,1
"937","Vanuatu",50908,0,0
"938","Vanuatu",50909,3,0.6
"939","Vanuatu",50910,1,0.2
"940","Vanuatu",50911,3,0.6
"941","Vanuatu",50912,2,0.4
"942","Vanuatu",50913,3,0.6
"943","Vanuatu",50914,1,0.2
"944","Vanuatu",50915,0,0
"945","Vanuatu",50916,2,0.4
"946","Vanuatu",50917,4,0.8
"947","Vanuatu",50918,1,0.2
"948","Vanuatu",50919,1,0.25
"949","Vanuatu",50920,0,0
"950","Vanuatu",50921,1,0.2
"951","Vanuatu",50922,2,0.4
"952","Vanuatu",50923,2,0.4
"953","Vanuatu",50924,0,0
"954","Vanuatu",50925,2,0.4
"955","Vanuatu",50926,4,0.8
"956","Vanuatu",50927,1,0.2
"957","Vanuatu",50928,0,0
"958","Vanuatu",50929,2,0.4
"959","Vanuatu",50930,0,0
"960","Vanuatu",50931,2,0.4
"961","Vanuatu",50932,1,0.2
"962","Vanuatu",50933,0,0
"963","Vanuatu",50934,0,0
"964","Vanuatu",50935,0,0
"965","Vanuatu",50936,4,0.8
"966","Vanuatu",50937,3,0.6
"967","Vanuatu",50938,2,0.4
"968","Vanuatu",50939,2,0.4
"969","Vanuatu",50940,3,0.6
"970","Vanuatu",50941,2,0.4
"971","Vanuatu",50942,3,0.6
"972","Vanuatu",50943,0,0
"973","Vanuatu",50944,1,0.2
"974","Vanuatu",50945,3,0.6
"975","Vanuatu",50946,3,0.6
"976","Vanuatu",50947,2,0.4
"977","Vanuatu",50948,2,0.4
"978","Vanuatu",50949,4,0.8
"979","Vanuatu",50950,0,0
"980","Vanuatu",50951,2,0.4
"981","Vanuatu",50952,2,0.4
"982","Vanuatu",50953,0,0
"983","Vanuatu",50954,3,0.6
"984","Vanuatu",50955,3,0.6
"985","Vanuatu",50956,3,0.6
"986","Vanuatu",50957,4,0.8
"987","Vanuatu",50958,2,0.4
"988","Vanuatu",50959,4,0.8
"989","Vanuatu",50960,0,0
"990","Vanuatu",50961,0,0
"991","Vanuatu",50962,0,0
"992","Vanuatu",50963,2,0.4
"993","Vanuatu",50964,0,0
"994","Vanuatu",50965,4,0.8
"995","Vanuatu",50966,1,0.2
"996","Vanuatu",50967,0,0
"997","Vanuatu",50968,1,0.2
"998","Vanuatu",50969,2,0.4
"999","Vanuatu",50970,0,0
"1000","Vanuatu",50971,3,0.6
"1001","Vanuatu",50972,0,0
"1002","Vanuatu",50973,1,0.2
"1003","Vanuatu",50974,3,0.6
"1004","Vanuatu",50975,2,0.4
"1005","Vanuatu",50976,5,1
"1006","Vanuatu",50977,3,0.6
"1007","Vanuatu",50978,0,0
"1008","Vanuatu",50979,0,0
"1009","Vanuatu",50980,1,0.25
"1010","Vanuatu",50981,2,0.4
"1011","Vanuatu",50982,2,0.4
"1012","Vanuatu",50983,5,1
"1013","Vanuatu",50984,5,1
"1014","Vanuatu",50985,5,1
"1015","Vanuatu",50986,4,0.8
"1016","Vanuatu",50987,3,0.6
"1017","Vanuatu",50988,0,0
"1018","Vanuatu",50989,4,0.8
"1019","Vanuatu",50990,0,0
"1020","Vanuatu",50991,5,1
"1021","Vanuatu",50992,1,0.2
"1022","Vanuatu",50993,5,1
"1023","Vanuatu",50994,2,0.4
"1024","Vanuatu",50995,2,0.4
"1025","Vanuatu",50996,0,0
